Nama,Brand,Rilis,Harga_Varian,RAM,Memori_Internal,Chipset,Kamera_Utama,Baterai,Charger,OS,URL
OPPO Reno14 5G (12GB/256GB),OPPO,2025,7999999,12,256,MediaTek Dimensity 8350,50 MP • Wide • f/1.8 ; 8 MP • Ultrawide • f/2.2 ; 50 MP • Telephoto • f/2.8,6000,80,"Android 15, ColorOS 15",https://carisinyal.com/hp/oppo-reno14/
OPPO Reno14 F 5G (8GB/128GB),OPPO,2025,4599000,8,128,Qualcomm Snapdragon 6 Gen 1,50 MP • Wide • f/1.8 ; 8 MP • Ultrawide • f/2.2 ; 2 MP • Macro • f/2.4,6000,45,"Android 15, ColorOS 15",https://carisinyal.com/hp/oppo-reno14-f-5g/
OPPO Reno14 F 5G (8GB/256GB),OPPO,2025,5599000,8,256,Qualcomm Snapdragon 6 Gen 1,50 MP • Wide • f/1.8 ; 8 MP • Ultrawide • f/2.2 ; 2 MP • Macro • f/2.4,6000,45,"Android 15, ColorOS 15",https://carisinyal.com/hp/oppo-reno14-f-5g/
OPPO Reno14 F 5G (12GB/256GB),OPPO,2025,5999000,12,256,Qualcomm Snapdragon 6 Gen 1,50 MP • Wide • f/1.8 ; 8 MP • Ultrawide • f/2.2 ; 2 MP • Macro • f/2.4,6000,45,"Android 15, ColorOS 15",https://carisinyal.com/hp/oppo-reno14-f-5g/
OPPO Reno14 F 5G (12GB/512GB),OPPO,2025,6999000,12,512,Qualcomm Snapdragon 6 Gen 1,50 MP • Wide • f/1.8 ; 8 MP • Ultrawide • f/2.2 ; 2 MP • Macro • f/2.4,6000,45,"Android 15, ColorOS 15",https://carisinyal.com/hp/oppo-reno14-f-5g/
OPPO A5 (8GB/128GB),OPPO,2025,2499000,8,128,Qualcomm Snapdragon 6s 4G Gen1,50 MP • Wide • f/1.8 ; 2 MP • Monochrome • f/2.4,6000,45,"Android 15, ColorOS 15",https://carisinyal.com/hp/oppo-a5/
OPPO A5 (8GB/256GB),OPPO,2025,2899000,8,256,Qualcomm Snapdragon 6s 4G Gen1,50 MP • Wide • f/1.8 ; 2 MP • Monochrome • f/2.4,6000,45,"Android 15, ColorOS 15",https://carisinyal.com/hp/oppo-a5/
OPPO A5x (4GB/128GB),OPPO,2025,1899000,4,128,Qualcomm Snapdragon 6s 4G Gen1,32 MP • Wide • f/1.8,6000,45,"Android 15, ColorOS 15",https://carisinyal.com/hp/oppo-a5x/
OPPO A5x (6GB/128GB),OPPO,2025,2199000,6,128,Qualcomm Snapdragon 6s 4G Gen1,32 MP • Wide • f/1.8,6000,45,"Android 15, ColorOS 15",https://carisinyal.com/hp/oppo-a5x/
OPPO Pad 3 Matte Display Edition (8GB/256GB),OPPO,2024,8999000,8,256,MediaTek Dimensity 8350,8 MP • Wide • f/2.2,9520,67,"Android 15, ColorOS 15",https://carisinyal.com/hp/oppo-pad-3/
OPPO Pad Neo (8GB/128GB),OPPO,2024,4599000,8,128,MediaTek Helio G99,8 MP • Wide • f/2.0,8000,33,"Android 13, ColorOS 13.2",https://carisinyal.com/hp/oppo-pad-neo/
OPPO Find N5 (16GB/512GB),OPPO,2025,24999000,16,512,Qualcomm Snapdragon 8 Elite,50 MP • Wide • f/1.9 ; 8 MP • Ultrawide • f/2.2 ; 50 MP • Periscope Telephoto • f/2.7,5600,80,"Android 15, ColorOS 15",https://carisinyal.com/hp/oppo-find-n5/
OPPO A5 Pro (8GB/128GB),OPPO,2025,3099000,8,128,Qualcomm Snapdragon 6s 4G Gen1,50 MP • Wide • f/1.8 ; 2 MP • Depth • f/2.4,5800,45,"Android 15, ColorOS 15",https://carisinyal.com/hp/oppo-a5-pro/
OPPO A5 Pro (8GB/256GB),OPPO,2025,3499000,8,256,Qualcomm Snapdragon 6s 4G Gen1,50 MP • Wide • f/1.8 ; 2 MP • Depth • f/2.4,5800,45,"Android 15, ColorOS 15",https://carisinyal.com/hp/oppo-a5-pro/
OPPO A5 Pro 5G (8GB/256GB),OPPO,2025,4099000,8,256,MediaTek Dimensity 6300,50 MP • Wide • f/1.8 ; 2 MP • Depth • f/2.4,5800,45,"Android 15, ColorOS 15",https://carisinyal.com/hp/oppo-a5-pro-5g/
OPPO Reno13 5G (12GB/256GB),OPPO,2025,8999000,12,256,MediaTek Dimensity 8350,50 MP • Wide • f/1.8 ; 8 MP • Ultrawide • f/2.2,5600,80,"Android 15, ColorOS 15",https://carisinyal.com/hp/oppo-reno13-5g/
OPPO Reno13 5G (12GB/512GB),OPPO,2025,9999000,12,512,MediaTek Dimensity 8350,50 MP • Wide • f/1.8 ; 8 MP • Ultrawide • f/2.2,5600,80,"Android 15, ColorOS 15",https://carisinyal.com/hp/oppo-reno13-5g/
OPPO Reno13 F 5G (8GB/256GB),OPPO,2025,4799000,8,256,Qualcomm Snapdragon 6 Gen 1,50 MP • Wide • f/1.8 ; 8 MP • Ultrawide • f/2.2 ; 2 MP • Macro • f/2.4,5800,45,"Android 15, ColorOS 15",https://carisinyal.com/hp/oppo-reno13-f/
OPPO Reno13 F 5G (12GB/256GB),OPPO,2025,5799000,12,256,Qualcomm Snapdragon 6 Gen 1,50 MP • Wide • f/1.8 ; 8 MP • Ultrawide • f/2.2 ; 2 MP • Macro • f/2.4,5800,45,"Android 15, ColorOS 15",https://carisinyal.com/hp/oppo-reno13-f/
OPPO Reno13 F (8GB/256GB),OPPO,2025,3699000,8,256,Mediatek Helio G100,50 MP • Wide • f/1.8 ; 8 MP • Ultrawide • f/2.2 ; 2 MP • Macro • f/2.4,5800,45,"Android 15, ColorOS 15",https://carisinyal.com/hp/oppo-reno13-f-4g/
OPPO Reno12 F 5G (12GB/256GB),OPPO,2024,3899000,12,256,Mediatek Dimensity 6300,50 MP • Wide • f/1.8 ; 8 MP • Ultrawide • f/2.2 ; 2 MP • Macro • f/2.4,5000,45,"Android 14, ColorOS 14",https://carisinyal.com/hp/oppo-reno12-f-5g/
OPPO Reno12 F 5G (12GB/512GB),OPPO,2024,4699000,12,512,Mediatek Dimensity 6300,50 MP • Wide • f/1.8 ; 8 MP • Ultrawide • f/2.2 ; 2 MP • Macro • f/2.4,5000,45,"Android 14, ColorOS 14",https://carisinyal.com/hp/oppo-reno12-f-5g/
OPPO Pad 2 (8GB/256GB),OPPO,2023,6999000,8,256,MediaTek Dimensity 9000,13 MP • Wide • f/2.2,9510,67,"Android 13, ColorOS 13.1",https://carisinyal.com/hp/oppo-pad-2/
OPPO Pad Air (4GB/64GB),OPPO,2022,2999000,4,64,Qualcomm Snapdragon 680,8 MP • Wide • f/2.0,7100,18,"Android 12, ColorOS 12.1",https://carisinyal.com/hp/oppo-pad-air/
realme 16 Pro+ 5G (12GB/256GB),REALME,2026,8999000,12,256,Qualcomm Snapdragon 7 Gen 4,200 MP • Wide • f/1.8 ; 50 MP • Periscope Telephoto • f/2.8 ; 8 MP • Ultrawide • f/2.2,7000,80,"Android 16, Realme UI 7.0",https://carisinyal.com/hp/realme-16-pro-5g-2/
realme 16 Pro 5G (12GB/256GB),REALME,2026,6999000,12,256,MediaTek Dimensity 7300-Max,200 MP • Wide • f/1.8 ; 8 MP • Ultrawide • f/2.2,7000,80,"Android 16, Realme UI 7.0",https://carisinyal.com/hp/realme-16-pro-5g/
realme 16 5G (8GB/256GB),REALME,2026,5499000,8,256,MediaTek Dimensity 6400 Turbo,50 MP • Wide • f/1.8 ; 2 MP • Monochrome • f/2.4,7000,60,"Android 16, realme UI 7.0",https://carisinyal.com/hp/realme-16-5g/
realme 16 5G (12GB/256GB),REALME,2026,5999000,12,256,MediaTek Dimensity 6400 Turbo,50 MP • Wide • f/1.8 ; 2 MP • Monochrome • f/2.4,7000,60,"Android 16, realme UI 7.0",https://carisinyal.com/hp/realme-16-5g/
realme Note 80 (4GB/64GB),REALME,2026,1699000,4,64,UNISOC T7250,8 MP • Wide • f/2.0,6300,15,"Android 15, realme UI 6",https://carisinyal.com/hp/realme-note-80/
realme Note 80 (4GB/128GB),REALME,2026,1999000,4,128,UNISOC T7250,8 MP • Wide • f/2.0,6300,15,"Android 15, realme UI 6",https://carisinyal.com/hp/realme-note-80/
realme C85 5G (8GB/256GB),REALME,2026,3499000,8,256,MediaTek Dimensity 6300,50 MP • Wide • f/1.8,7000,45,"Android 15, realme UI 6.0",https://carisinyal.com/hp/realme-c85-5g/
realme C85 Pro (8GB/128GB),REALME,2025,3299000,8,128,Qualcomm Snapdragon 685,50 MP • Wide • f/1.8,7000,45,"Android 15, realme UI 6.0",https://carisinyal.com/hp/realme-c85-pro/
realme C85 Pro (8GB/256GB),REALME,2025,3599000,8,256,Qualcomm Snapdragon 685,50 MP • Wide • f/1.8,7000,45,"Android 15, realme UI 6.0",https://carisinyal.com/hp/realme-c85-pro/
realme C85 (6GB/128GB),REALME,2025,2499000,6,128,Qualcomm Snapdragon 685,50 MP • Wide • f/1.8,7000,45,"Android 15, realme UI 6.0",https://carisinyal.com/hp/realme-c85/
realme C85 (8GB/128GB),REALME,2025,2799000,8,128,Qualcomm Snapdragon 685,50 MP • Wide • f/1.8,7000,45,"Android 15, realme UI 6.0",https://carisinyal.com/hp/realme-c85/
realme C85 (8GB/256GB),REALME,2025,3199000,8,256,Qualcomm Snapdragon 685,50 MP • Wide • f/1.8,7000,45,"Android 15, realme UI 6.0",https://carisinyal.com/hp/realme-c85/
realme P3 Lite (4GB/128GB),REALME,2025,1699000,4,128,UNISOC T7250,50 MP • Wide • f/1.8,6300,15,"Android 15, realme UI 5.0",https://carisinyal.com/hp/realme-p3-lite/
realme 15T 5G (8GB/128GB),REALME,2025,3699000,8,128,Mediatek Dimensity 6400 Max,50 MP • Wide • f/1.8 ; 2 MP • Monochrome • f/2.4,7000,60,"Android 15, Realme UI 6.0",https://carisinyal.com/hp/realme-15t-5g/
realme 15T 5G (8GB/256GB),REALME,2025,3999000,8,256,Mediatek Dimensity 6400 Max,50 MP • Wide • f/1.8 ; 2 MP • Monochrome • f/2.4,7000,60,"Android 15, Realme UI 6.0",https://carisinyal.com/hp/realme-15t-5g/
realme 15 Pro 5G (12GB/256GB),REALME,2025,6999000,12,256,Qualcomm Snapdragon 7 Gen 4,50 MP • Wide • f/1.8 ; 50 MP • Ultrawide • f/2.0,7000,80,"Android 15, realme UI 6.0",https://carisinyal.com/hp/realme-15-pro-5g/
realme 15 Pro 5G (12GB/512GB),REALME,2025,7499000,12,512,Qualcomm Snapdragon 7 Gen 4,50 MP • Wide • f/1.8 ; 50 MP • Ultrawide • f/2.0,7000,80,"Android 15, realme UI 6.0",https://carisinyal.com/hp/realme-15-pro-5g/
realme 15 5G (8GB/256GB),REALME,2025,4999000,8,256,MediaTek Dimensity 7300+,50 MP • Wide • f/1.8 ; 8 MP • Ultrawide • f/2.2,7000,80,"Android 15, realme UI 6.0",https://carisinyal.com/hp/realme-15/
realme 15 5G (12GB/256GB),REALME,2025,5299000,12,256,MediaTek Dimensity 7300+,50 MP • Wide • f/1.8 ; 8 MP • Ultrawide • f/2.2,7000,80,"Android 15, realme UI 6.0",https://carisinyal.com/hp/realme-15/
realme Note 70 (4GB/64GB),REALME,2025,1499000,4,64,UNISOC T7250,13 MP • Wide • f/2.2,6300,15,"Android 15, realme UI 6",https://carisinyal.com/hp/realme-note-70/
realme Note 70 (4GB/128GB),REALME,2025,1599000,4,128,UNISOC T7250,13 MP • Wide • f/2.2,6300,15,"Android 15, realme UI 6",https://carisinyal.com/hp/realme-note-70/
realme C71 (4GB/128GB),REALME,2025,1899000,4,128,UNISOC T7250,50 MP • Wide • f/1.8 ; 2 MP • Depth,6300,45,"Android 15, realme UI 5.0",https://carisinyal.com/hp/realme-c71-nfc/
realme C71 (6GB/128GB),REALME,2025,2099000,6,128,UNISOC T7250,50 MP • Wide • f/1.8 ; 2 MP • Depth,6300,45,"Android 15, realme UI 5.0",https://carisinyal.com/hp/realme-c71-nfc/
realme C71 (8GB/128GB),REALME,2025,2399000,8,128,UNISOC T7250,50 MP • Wide • f/1.8 ; 2 MP • Depth,6300,45,"Android 15, realme UI 5.0",https://carisinyal.com/hp/realme-c71-nfc/
realme P3 5G (12GB/256GB),REALME,2025,3999000,12,256,Qualcomm Snapdragon 6 Gen 4,50 MP • Wide • f/1.8 ; Depth,6000,45,"Android 15, Realme UI 6.0",https://carisinyal.com/hp/realme-p3/
realme GT 7 (12GB/256GB),REALME,2025,6999000,12,256,Mediatek Dimensity 9400e,50 MP • Wide • f/1.8 ; 50 MP • Telephoto • f/2.0 ; 8 MP • Ultrawide • f/2.2,7000,120,"Android 15, realme UI 6.0",https://carisinyal.com/hp/realme-gt7/
realme GT 7T (12GB/256GB),REALME,2025,5499000,12,256,MediaTek Dimensity 8400 Max,50 MP • Wide • f/1.8 ; 8 MP • Ultrawide • f/2.2,7000,120,"Android 15, realme UI 6.0",https://carisinyal.com/hp/realme-gt-7t/
realme 14 5G (8GB/256GB),REALME,2025,4399000,8,256,Qualcomm Snapdragon 6 Gen 4,50 MP • Wide • f/1.8 ; Depth,6000,45,"Android 15, realme UI 6.0",https://carisinyal.com/hp/realme-14-5g/
realme 14 5G (12GB/512GB),REALME,2025,4999000,12,512,Qualcomm Snapdragon 6 Gen 4,50 MP • Wide • f/1.8 ; Depth,6000,45,"Android 15, realme UI 6.0",https://carisinyal.com/hp/realme-14-5g/
realme 14T 5G (8GB/128GB),REALME,2025,3399000,8,128,MediaTek Dimensity 6300,50 MP • Wide • f/1.8 ; 2 MP • Depth • f/2.4,6000,45,"Android 15, Realme UI 6.0",https://carisinyal.com/hp/realme-14t/
realme 14T 5G (12GB/256GB),REALME,2025,3799000,12,256,MediaTek Dimensity 6300,50 MP • Wide • f/1.8 ; 2 MP • Depth • f/2.4,6000,45,"Android 15, Realme UI 6.0",https://carisinyal.com/hp/realme-14t/
realme C75x (8GB/128GB),REALME,2025,2199000,8,128,MediaTek Helio G81,50 MP • Wide • f/1.8 ; 2 MP • Depth,5600,45,"Android 14, realme UI 5.0",https://carisinyal.com/hp/realme-c75x/
realme Note 60x (4GB/64GB),REALME,2025,1199000,4,64,UNISOC T612,8 MP • Wide,5000,10,"Android 14, realme UI",https://carisinyal.com/hp/realme-note-60x/
realme Note 60x (4GB/128GB),REALME,2025,1399000,4,128,UNISOC T612,8 MP • Wide,5000,10,"Android 14, realme UI",https://carisinyal.com/hp/realme-note-60x/
realme C75 (8GB/128GB),REALME,2024,2399000,8,128,MediaTek Helio G92 Max,50 MP • Wide • f/1.8,6000,45,"Android 14, realme UI 5.0",https://carisinyal.com/hp/realme-c75/
realme C75 (8GB/256GB),REALME,2024,2799000,8,256,MediaTek Helio G92 Max,50 MP • Wide • f/1.8,6000,45,"Android 14, realme UI 5.0",https://carisinyal.com/hp/realme-c75/
Samsung Galaxy A57 5G (8GB/128GB),SAMSUNG,Maret 2026,7599000,8,128,Exynos 1680,50 MP • Wide • f/1.8 ; 12 MP • Ultrawide • f/2.2 ; 5 MP • Macro • f/2.4,5000,45,"Android 16, One UI 8.5",https://carisinyal.com/hp/samsung-galaxy-a57-5g/
Samsung Galaxy A57 5G (8GB/256GB),SAMSUNG,Maret 2026,8299000,8,256,Exynos 1680,50 MP • Wide • f/1.8 ; 12 MP • Ultrawide • f/2.2 ; 5 MP • Macro • f/2.4,5000,45,"Android 16, One UI 8.5",https://carisinyal.com/hp/samsung-galaxy-a57-5g/
Samsung Galaxy A57 5G (12GB/256GB),SAMSUNG,Maret 2026,8999000,12,256,Exynos 1680,50 MP • Wide • f/1.8 ; 12 MP • Ultrawide • f/2.2 ; 5 MP • Macro • f/2.4,5000,45,"Android 16, One UI 8.5",https://carisinyal.com/hp/samsung-galaxy-a57-5g/
Samsung Galaxy A37 5G (8GB/128GB),SAMSUNG,2026,6599000,8,128,Exynos 1480,50 MP • Wide • f/1.8 ; 8 MP • Ultrawide • f/2.2 ; 5 MP • Macro • f/2.4,5000,45,"Android 16, One UI 8.5",https://carisinyal.com/hp/samsung-galaxy-a37-5g/
Samsung Galaxy A37 5G (8GB/256GB),SAMSUNG,2026,7299000,8,256,Exynos 1480,50 MP • Wide • f/1.8 ; 8 MP • Ultrawide • f/2.2 ; 5 MP • Macro • f/2.4,5000,45,"Android 16, One UI 8.5",https://carisinyal.com/hp/samsung-galaxy-a37-5g/
Samsung Galaxy S26 Ultra (12GB/256GB),SAMSUNG,2026,22999000,12,256,Qualcomm Snapdragon 8 Elite Gen 5,200 MP • Wide • f/1.4 ; 50 MP • Ultrawide • f/1.9 ; 50 MP • Periscope Telephoto • f/2.9 ; 10 MP • Telephoto • f/2.4,5000,60,"Android 16, One UI 8.5",https://carisinyal.com/hp/samsung-galaxy-s26-ultra/
Samsung Galaxy S26 Ultra (12GB/512GB),SAMSUNG,2026,24999000,12,512,Qualcomm Snapdragon 8 Elite Gen 5,200 MP • Wide • f/1.4 ; 50 MP • Ultrawide • f/1.9 ; 50 MP • Periscope Telephoto • f/2.9 ; 10 MP • Telephoto • f/2.4,5000,60,"Android 16, One UI 8.5",https://carisinyal.com/hp/samsung-galaxy-s26-ultra/
Samsung Galaxy S26 Ultra (12GB/1024GB),SAMSUNG,2026,28999000,12,1024,Qualcomm Snapdragon 8 Elite Gen 5,200 MP • Wide • f/1.4 ; 50 MP • Ultrawide • f/1.9 ; 50 MP • Periscope Telephoto • f/2.9 ; 10 MP • Telephoto • f/2.4,5000,60,"Android 16, One UI 8.5",https://carisinyal.com/hp/samsung-galaxy-s26-ultra/
Samsung Galaxy S26+ (12GB/256GB),SAMSUNG,2026,19499000,12,256,Exynos 2600,50 MP • Wide • f/1.8 ; 10 MP • Telephoto • f/2.4 ; 12 MP • Ultrawide • f/2.2,4900,45,"Android 16, One UI 8.5",https://carisinyal.com/hp/samsung-galaxy-s26-2/
Samsung Galaxy S26+ (12GB/512GB),SAMSUNG,2026,22499000,12,512,Exynos 2600,50 MP • Wide • f/1.8 ; 10 MP • Telephoto • f/2.4 ; 12 MP • Ultrawide • f/2.2,4900,45,"Android 16, One UI 8.5",https://carisinyal.com/hp/samsung-galaxy-s26-2/
Samsung Galaxy S26 (12GB/256GB),SAMSUNG,2026,16499000,12,256,Exynos 2600,50 MP • Wide • f/1.8 ; 10 MP • Telephoto • f/2.4 ; 12 MP • Ultrawide • f/2.2,4300,25,"Android 16, One UI 8.5",https://carisinyal.com/hp/samsung-galaxy-s26/
Samsung Galaxy S26 (12GB/512GB),SAMSUNG,2026,19499000,12,512,Exynos 2600,50 MP • Wide • f/1.8 ; 10 MP • Telephoto • f/2.4 ; 12 MP • Ultrawide • f/2.2,4300,25,"Android 16, One UI 8.5",https://carisinyal.com/hp/samsung-galaxy-s26/
Samsung Galaxy A07 5G (6GB/128GB),SAMSUNG,2026,2799000,6,128,MediaTek Dimensity 6300,50 MP • Wide • f/1.8 ; 2 MP • Depth • f/2.4,6000,25,"Android 16, One UI 8",https://carisinyal.com/hp/samsung-galaxy-a07-5g/
Samsung Galaxy Tab A11+ 5G (6GB/128GB),SAMSUNG,2025,3999000,6,128,Mediatek Dimensity 7300,8 MP • Wide • f/2.2,7040,25,"Android 16, One UI 8",https://carisinyal.com/hp/samsung-galaxy-tab-a11-5g/
Samsung Galaxy Tab A11+ (WiFi) (6GB/128GB),SAMSUNG,2025,2999000,6,128,Mediatek Dimensity 7300,8 MP • Wide • f/2.2,7040,25,"Android 16, One UI 8",https://carisinyal.com/hp/samsung-galaxy-tab-a11-plus/
Samsung Galaxy Tab Active5 Pro (8GB/256GB),SAMSUNG,2025,13999000,8,256,Qualcomm Snapdragon 7s Gen 3,12 MP • Wide • f/1.8,10100,10,"Android 15, One UI 7",https://carisinyal.com/hp/samsung-galaxy-tab-active5-pro/
Samsung Galaxy XCover7 Pro (6GB/128GB),SAMSUNG,2025,8499000,6,128,Qualcomm Snapdragon 7s Gen 3,50 MP • Wide • f/1.8 ; 8 MP • Ultrawide • f/2.2,4350,10,"Android 15, One UI 7",https://carisinyal.com/hp/samsung-galaxy-xcover7-pro/
Samsung Galaxy Tab A11 LTE (4GB/64GB),SAMSUNG,2025,2499000,4,64,Mediatek Helio G99,8 MP • Wide,5100,15,"Android 15, One UI 7",https://carisinyal.com/hp/samsung-galaxy-tab-a11-lte/
Samsung Galaxy Tab A11 (WiFi) (4GB/64GB),SAMSUNG,2025,1999000,4,64,Mediatek Helio G99,8 MP • Wide,5100,15,"Android 15, One UI 7",https://carisinyal.com/hp/samsung-galaxy-tab-a11-wifi/
Samsung Galaxy Tab S11 Ultra 5G (12GB/256GB),SAMSUNG,2025,22999000,12,256,Mediatek Dimensity 9400+,13 MP • Wide • f/2.0 ; 8 MP • Ultrawide • f/2.2,11600,45,"Android 15, One UI 7",https://carisinyal.com/hp/samsung-galaxy-tab-s11-ultra-5g/
Samsung Galaxy Tab S11 5G (12GB/256GB),SAMSUNG,2025,16499000,12,256,Mediatek Dimensity 9400+,13 MP • Wide • f/2.0,8400,45,"Android 15, One UI 7",https://carisinyal.com/hp/samsung-galaxy-tab-s11-5g/
Samsung Galaxy Tab S11 WiFi (12GB/256GB),SAMSUNG,2025,14999000,12,256,Mediatek Dimensity 9400+,13 MP • Wide • f/2.0,8400,45,"Android 15, One UI 7",https://carisinyal.com/hp/samsung-galaxy-tab-s11/
Samsung Galaxy Tab S10 Lite 5G (6GB/128GB),SAMSUNG,2025,5999000,6,128,Exynos 1380,8 MP • Wide,8000,25,"Android 15, One UI 7",https://carisinyal.com/hp/samsung-galaxy-tab-s10-lite-5g/
Samsung Galaxy Tab S10 Lite WiFi (6GB/128GB),SAMSUNG,2025,4999000,6,128,Exynos 1380,8 MP • Wide,8000,25,"Android 15, One UI 7",https://carisinyal.com/hp/samsung-galaxy-tab-s10-lite/
Samsung Galaxy S25 FE (8GB/128GB),SAMSUNG,2025,8999000,8,128,Exynos 2400,50 MP • Wide • f/1.8 ; 8 MP • Telephoto • f/2.4 ; 12 MP • Ultrawide • f/2.2,4900,45,"Android 15, One UI 7",https://carisinyal.com/hp/samsung-galaxy-s25-fe/
Samsung Galaxy S25 FE (8GB/256GB),SAMSUNG,2025,9999000,8,256,Exynos 2400,50 MP • Wide • f/1.8 ; 8 MP • Telephoto • f/2.4 ; 12 MP • Ultrawide • f/2.2,4900,45,"Android 15, One UI 7",https://carisinyal.com/hp/samsung-galaxy-s25-fe/
Samsung Galaxy S25 FE (8GB/512GB),SAMSUNG,2025,10999000,8,512,Exynos 2400,50 MP • Wide • f/1.8 ; 8 MP • Telephoto • f/2.4 ; 12 MP • Ultrawide • f/2.2,4900,45,"Android 15, One UI 7",https://carisinyal.com/hp/samsung-galaxy-s25-fe/
Samsung Galaxy A17 (8GB/128GB),SAMSUNG,2025,2999000,8,128,Mediatek Helio G99,50 MP • Wide • f/1.8 ; 5 MP • Ultrawide • f/2.2 ; 2 MP • Macro • f/2.4,5000,25,"Android 15, One UI 7",https://carisinyal.com/hp/samsung-galaxy-a17/
Samsung Galaxy A17 (8GB/256GB),SAMSUNG,2025,3399000,8,256,Mediatek Helio G99,50 MP • Wide • f/1.8 ; 5 MP • Ultrawide • f/2.2 ; 2 MP • Macro • f/2.4,5000,25,"Android 15, One UI 7",https://carisinyal.com/hp/samsung-galaxy-a17/
Samsung Galaxy A17 5G (8GB/256GB),SAMSUNG,2025,3699000,8,256,Exynos 1330,50 MP • Wide • f/1.8 ; 5 MP • Ultrawide • f/2.2 ; 2 MP • Macro • f/2.4,5000,25,"Android 15, One UI 7",https://carisinyal.com/hp/samsung-galaxy-a17-5g/
Samsung Galaxy A07 (4GB/64GB),SAMSUNG,2025,1599000,4,64,Mediatek Helio G99,50 MP • Wide • f/1.8 ; 2 MP • Depth • f/2.4,5000,25,"Android 15, One UI 7",https://carisinyal.com/hp/samsung-galaxy-a07/
Samsung Galaxy A07 (4GB/128GB),SAMSUNG,2025,1999000,4,128,Mediatek Helio G99,50 MP • Wide • f/1.8 ; 2 MP • Depth • f/2.4,5000,25,"Android 15, One UI 7",https://carisinyal.com/hp/samsung-galaxy-a07/
Samsung Galaxy A07 (6GB/128GB),SAMSUNG,2025,2249000,6,128,Mediatek Helio G99,50 MP • Wide • f/1.8 ; 2 MP • Depth • f/2.4,5000,25,"Android 15, One UI 7",https://carisinyal.com/hp/samsung-galaxy-a07/
Samsung Galaxy A07 (8GB/256GB),SAMSUNG,2025,2699000,8,256,Mediatek Helio G99,50 MP • Wide • f/1.8 ; 2 MP • Depth • f/2.4,5000,25,"Android 15, One UI 7",https://carisinyal.com/hp/samsung-galaxy-a07/
Samsung Galaxy Z Flip7 (12GB/256GB),SAMSUNG,2025,14499000,12,256,Exynos 2500,50 MP • Wide • f/1.8 ; 12 MP • Ultrawide • f/2.2,4300,25,"Android 16, OneUI 8",https://carisinyal.com/hp/samsung-galaxy-z-flip7/
Samsung Galaxy Z Flip7 (12GB/512GB),SAMSUNG,2025,15999000,12,512,Exynos 2500,50 MP • Wide • f/1.8 ; 12 MP • Ultrawide • f/2.2,4300,25,"Android 16, OneUI 8",https://carisinyal.com/hp/samsung-galaxy-z-flip7/
Samsung Galaxy Z Fold7 5G (12GB/256GB),SAMSUNG,2025,22999000,12,256,Qualcomm Snapdragon 8 Elite,200 MP • Wide • f/1.7 ; 10 MP • Telephoto • f/2.4 ; 12 MP • Ultrawide • f/2.2,4400,25,"Android 16, One UI 8",https://carisinyal.com/hp/samsung-galaxy-z-fold7-5g/
Samsung Galaxy Z Fold7 5G (12GB/512GB),SAMSUNG,2025,24999000,12,512,Qualcomm Snapdragon 8 Elite,200 MP • Wide • f/1.7 ; 10 MP • Telephoto • f/2.4 ; 12 MP • Ultrawide • f/2.2,4400,25,"Android 16, One UI 8",https://carisinyal.com/hp/samsung-galaxy-z-fold7-5g/
Samsung Galaxy Z Fold7 5G (16GB/1024GB),SAMSUNG,2025,27999000,16,1024,Qualcomm Snapdragon 8 Elite,200 MP • Wide • f/1.7 ; 10 MP • Telephoto • f/2.4 ; 12 MP • Ultrawide • f/2.2,4400,25,"Android 16, One UI 8",https://carisinyal.com/hp/samsung-galaxy-z-fold7-5g/
Samsung Galaxy S25 Edge (12GB/512GB),SAMSUNG,2025,13499000,12,512,Qualcomm Snapdragon 8 Elite,200 MP • Wide • f/1.7 ; 12 MP • Ultrawide • f/2.2,3900,25,"Android 15, One UI 7",https://carisinyal.com/hp/samsung-galaxy-s25-edge/
Samsung Galaxy Tab S10 FE+ 5G (12GB/256GB),SAMSUNG,2025,9999000,12,256,Exynos 1580,13 MP • Wide • f/2.0,10090,45,"Android 15, One UI 7",https://carisinyal.com/hp/samsung-galaxy-tab-s10-fe-plus-5g/
Samsung Galaxy Tab S10 FE 5G (8GB/128GB),SAMSUNG,2025,6999000,8,128,Exynos 1580,13 MP • Wide • f/2.0,8000,45,"Android 15, One UI 7",https://carisinyal.com/hp/samsung-galaxy-tab-s10-fe-5g/
Samsung Galaxy A26 5G (8GB/128GB),SAMSUNG,2025,3599000,8,128,Exynos 1380,50 MP • Wide • f/1.8 ; 8 MP • Ultrawide • f/2.2 ; 2 MP • Macro • f/2.4,5000,25,"Android 15, One UI 7",https://carisinyal.com/hp/samsung-galaxy-a26/
Samsung Galaxy A26 5G (8GB/256GB),SAMSUNG,2025,3999000,8,256,Exynos 1380,50 MP • Wide • f/1.8 ; 8 MP • Ultrawide • f/2.2 ; 2 MP • Macro • f/2.4,5000,25,"Android 15, One UI 7",https://carisinyal.com/hp/samsung-galaxy-a26/
Samsung Galaxy Tab S10 FE+ WiFi (12GB/256GB),SAMSUNG,2025,7999000,12,256,Exynos 1580,13 MP • Wide • f/2.0,10090,45,"Android 15, One UI 7",https://carisinyal.com/hp/samsung-galaxy-tab-s10-fe-plus/
